date             aapl          sp
20070608       0.003393      0.011370
20070611      -0.034541      0.000962
20070612       0.001581     -0.010682
20070613      -0.023924      0.015184
20070614       0.010638      0.004816
20070615       0.014737      0.006527
20070618       0.038091     -0.001213
20070619      -0.011432      0.001731
20070620      -0.017063     -0.013601
20070621       0.019334      0.006180
20070622      -0.007264     -0.012896
20070625      -0.005366     -0.003208
20070626      -0.021988     -0.003238
20070627       0.018721      0.009009
20070628      -0.010911     -0.000418
20070629       0.012276     -0.001567
20070702      -0.006391      0.010696
20070703       0.048738      0.003580
20070705       0.043878      0.000348
20070706      -0.003390      0.003304
20070709      -0.014890      0.000921
20070710       0.015498     -0.014185
20070711       0.000302      0.005721
20070712       0.012689      0.019055
20070713       0.027300      0.003101
20070716       0.002686     -0.001919
20070717       0.005865     -0.000097
20070718      -0.005686     -0.002065
20070719       0.013611      0.004469
20070720       0.026786     -0.012221
20070723      -0.000348      0.004869
20070724      -0.061309     -0.019804
20070725       0.017571      0.004666
20070726       0.063675     -0.023339
20070727      -0.014726     -0.015992
20070730      -0.016823      0.010254
20070731      -0.068373     -0.012647
20070801       0.024590      0.007243
20070802       0.011037      0.004359
20070803      -0.033996     -0.026586
20070806       0.025788      0.024151
20070807      -0.001626      0.006159
20070808      -0.007555      0.014072
20070809      -0.056861     -0.029650
20070810      -0.010998      0.000379
20070813       0.022320     -0.000495
20070814      -0.029423     -0.018157
20070815      -0.033298     -0.013908
20070816      -0.023770      0.003249
20070817       0.042802      0.024567
20070820       0.001311     -0.000270
20070821       0.043774      0.001086
20070822       0.038724      0.011713
20070823      -0.010867     -0.001072
20070824       0.032273      0.011535
20070827      -0.022543     -0.008504
20070828      -0.041059     -0.023473
20070829       0.057247      0.021922
20070830       0.016184     -0.004181
20070831       0.016367      0.011217
20070904       0.041017      0.010468
20070905      -0.051332     -0.011501
20070906      -0.012796      0.004252
20070907      -0.023998     -0.016908
20070910       0.037490     -0.001273
20070911      -0.008924      0.013632
20070912       0.010038      0.000048
20070913       0.002557      0.008420
20070914       0.011735      0.000202
20070917      -0.002882     -0.005120
20070918       0.018134      0.029208
20070919      -0.001065      0.006086
20070920      -0.003267     -0.006723
20070921       0.027368      0.004609
20070924       0.028651     -0.005256
20070925       0.033046     -0.000343
20070926      -0.002677      0.005411
20070927       0.011324      0.003907
20070928      -0.006667     -0.003023
20071001       0.018694      0.013290
20071002       0.013503     -0.000265
20071003      -0.003344     -0.004552
20071004      -0.010639      0.002111
20071005       0.033345      0.009560
20071008       0.040013     -0.003217
20071009      -0.000298      0.008096
20071010      -0.006374     -0.001712
20071011      -0.027340     -0.005158
20071012       0.030967      0.004754
20071015      -0.001636     -0.008381
20071016       0.015571     -0.006573
20071017       0.018693      0.001761
20071018       0.004342     -0.000753
20071019      -0.017752     -0.025616
20071022       0.023119      0.003798
20071023       0.067676      0.008803
20071024      -0.001236     -0.002441
20071025      -0.016942     -0.000976
20071026       0.010504      0.013788
20071029       0.002112      0.003713
20071030       0.010319     -0.006463
20071031       0.015775      0.011992
20071101      -0.013214     -0.026423
20071102       0.002294      0.000802
20071105      -0.008996     -0.004955
20071106       0.030132      0.012049
20071107      -0.028626     -0.029370
20071108      -0.058151     -0.000576
20071109      -0.057540     -0.014287
20071112      -0.070206     -0.009988
20071113       0.105359      0.029093
20071114      -0.022652     -0.007069
20071115      -0.010896     -0.013212
20071116       0.012721      0.005230
20071119      -0.014664     -0.017460
20071120       0.029887      0.004486
20071121      -0.002310     -0.015927
20071123       0.018283      0.016891
20071126       0.005841     -0.023239
20071127       0.013145      0.014930
20071128       0.030948      0.028560
20071129       0.022583      0.000477
20071130      -0.011232      0.007770
20071203      -0.018439     -0.005887
20071204       0.005311     -0.006540
20071205       0.031645      0.015190
20071206       0.024004      0.015037
20071207       0.022886     -0.001778
20071210      -0.000463      0.007510
20071211      -0.029193     -0.025271
20071212       0.012303      0.006050
20071213       0.005082      0.001224
20071214      -0.007507     -0.013746
20071217      -0.031462     -0.015021
20071218      -0.007701      0.006280
20071219       0.000765     -0.001361
20071220       0.022335      0.004900
20071221       0.035789      0.016670
20071224       0.025218      0.008077
20071226       0.000754      0.000809
20071227      -0.001910     -0.014216
20071228       0.006345      0.001436
20071231      -0.008757     -0.006852
